2026-02-24 14:38:54,EAT_BURGER,95.0,49.0,85.0
2026-02-24 14:38:57,EAT_BURGER,90.0,48.0,100.0
2026-02-24 14:38:58,EAT_BURGER,85.0,47.0,100.0
2026-02-24 14:38:58,EAT_BURGER,80.0,46.0,100.0
2026-02-24 14:38:58,EAT_BURGER,75.0,45.0,100.0
2026-02-24 14:38:58,EAT_BURGER,70.0,44.0,100.0
2026-02-24 14:38:59,EAT_BURGER,65.0,43.0,100.0
2026-02-24 14:38:59,EAT_BURGER,60.0,42.0,100.0
2026-02-24 14:39:00,EAT_BURGER,55.0,41.0,100.0
2026-02-24 14:39:00,EAT_BURGER,50.0,40.0,100.0
2026-02-24 14:39:00,EAT_BURGER,45.0,39.0,100.0
2026-02-24 14:39:00,EAT_BURGER,40.0,38.0,100.0
2026-02-24 14:39:01,EAT_BURGER,35.0,37.0,100.0
2026-02-24 14:39:01,EAT_BURGER,30.0,36.0,100.0
2026-02-24 14:39:01,EAT_BURGER,25.0,35.0,100.0
2026-02-24 14:39:01,EAT_BURGER,20.0,34.0,100.0
2026-02-24 14:39:01,EAT_BURGER,15.0,33.0,100.0
2026-02-24 14:39:02,EAT_BURGER,10.0,32.0,100.0
2026-02-24 14:39:02,EAT_BURGER,5.0,31.0,100.0
2026-02-24 14:39:02,EAT_BURGER,0.0,30.0,100.0
2026-02-24 14:44:28,EAT_BURGER,95.0,49.0,85.0
2026-02-24 14:44:28,EAT_BURGER,90.0,48.0,100.0
2026-02-24 14:44:28,EAT_BURGER,85.0,47.0,100.0
2026-02-24 14:44:29,EAT_BURGER,80.0,46.0,100.0
2026-02-24 14:44:29,EAT_BURGER,75.0,45.0,100.0
2026-02-24 14:44:29,EAT_BURGER,70.0,44.0,100.0
2026-02-24 14:44:29,EAT_BURGER,65.0,43.0,100.0
2026-02-24 14:44:29,EAT_BURGER,60.0,42.0,100.0
2026-02-24 14:44:29,EAT_BURGER,55.0,41.0,100.0
2026-02-24 14:44:30,EAT_BURGER,50.0,40.0,100.0
2026-02-24 14:44:30,EAT_BURGER,45.0,39.0,100.0
2026-02-24 14:44:30,EAT_BURGER,40.0,38.0,100.0
2026-02-24 14:44:30,EAT_BURGER,35.0,37.0,100.0
2026-02-24 14:44:30,EAT_BURGER,30.0,36.0,100.0
2026-02-24 14:44:30,EAT_BURGER,25.0,35.0,100.0
2026-02-24 14:44:31,EAT_BURGER,20.0,34.0,100.0
2026-02-24 14:44:31,EAT_BURGER,15.0,33.0,100.0
2026-02-24 14:44:31,EAT_BURGER,10.0,32.0,100.0
2026-02-24 14:44:40,EAT_SALAD,15.0,32.0,98.0
2026-02-24 14:44:40,EAT_SALAD,20.0,32.0,96.0
2026-02-24 14:44:40,EAT_SALAD,25.0,32.0,94.0
2026-02-24 14:44:40,EAT_SALAD,30.0,32.0,92.0
2026-02-24 14:44:41,EAT_SALAD,35.0,32.0,90.0
2026-02-24 14:44:41,EAT_SALAD,40.0,32.0,88.0
2026-02-24 14:44:41,EAT_SALAD,45.0,32.0,86.0
2026-02-24 14:44:41,EAT_SALAD,50.0,32.0,84.0
2026-02-24 14:44:41,EAT_SALAD,55.0,32.0,82.0
2026-02-24 14:44:42,EAT_SALAD,60.0,32.0,80.0
2026-02-24 14:44:42,EAT_SALAD,65.0,32.0,78.0
2026-02-24 14:44:42,EAT_SALAD,70.0,32.0,76.0
2026-02-24 14:44:42,EAT_SALAD,75.0,32.0,74.0
2026-02-24 14:44:42,EAT_SALAD,80.0,32.0,72.0
2026-02-24 14:44:42,EAT_SALAD,85.0,32.0,70.0
2026-02-24 14:44:43,EAT_SALAD,90.0,32.0,68.0
2026-02-24 14:44:43,EAT_SALAD,95.0,32.0,66.0
2026-02-24 14:44:43,EAT_SALAD,100.0,32.0,64.0
2026-02-24 14:44:43,EAT_SALAD,100.0,32.0,62.0
2026-02-24 14:51:06,CODE,100.0,42.0,67.0
2026-02-24 14:51:11,CODE,100.0,52.0,72.0
